Id,SalePrice
1461,128083.74728112367
1462,147443.22489590727
1463,181453.0410901557
1464,200922.91752778104
1465,191814.8062473567
1466,173131.20856764007
1467,183053.9196452002
1468,162774.81618933572
1469,205579.593780372
1470,113297.13913012172
1471,197979.65561097223
1472,100892.80984694231
1473,96610.37925478216
1474,151313.18570896334
1475,111635.38878522205
1476,317562.9602782072
1477,231575.31068274594
1478,279842.82532581396
1479,265053.4172427363
1480,408648.18542378425
1481,306876.0151364965
1482,208743.0475503771
1483,178569.31284810088
1484,160872.85588172
1485,199902.10163758977
1486,199430.93091695113
1487,304963.1791409397
1488,242084.57871545057
1489,180795.76073782204
1490,224349.85350320264
1491,194231.6721955263
1492,97107.4506183418
1493,207136.23012443355
1494,279048.5237259388
1495,279287.192155143
1496,211844.16185336272
1497,172552.36210736423
1498,150946.89758480486
1499,154105.28338684037
1500,145196.273694003
1501,160826.18078891863
1502,139557.16247613062
1503,282737.7466134665
1504,245581.21325888275
1505,222183.9797212936
1506,194158.28233054143
1507,247287.73352290585
1508,201541.32203089917
1509,165313.2417059491
1510,140660.98520605575
1511,142213.1720561444
1512,176205.0137660421
1513,153358.697821068
1514,159792.78893592462
1515,216254.93925867623
1516,165971.2228341831
1517,169090.59577373526
1518,133904.13829577673
1519,209305.54972970526
1520,121129.29130243543
1521,124322.73504584632
1522,187855.52172065448
1523,101993.32011334554
1524,127227.74308475431
1525,118408.52612680956
1526,115411.40685211025
1527,103603.23770164214
1528,150333.3741491584
1529,131517.27852646846
1530,206239.45232712882
1531,112752.98309498807
1532,109524.99146408199
1533,146183.1196638138
1534,123866.15206695258
1535,159654.03263064954
1536,114032.75297142424
1537,64420.174002743195
1538,170849.92091240585
1539,207267.54051801036
1540,106108.68832040961
1541,150897.7701326731
1542,138486.75279203322
1543,185877.67833991873
1544,91050.58125341393
1545,124800.51462282948
1546,136628.26053706332
1547,138585.3785194509
1548,142836.75166964857
1549,118398.42430558357
1550,121360.40293310801
1551,118635.05480546557
1552,118998.17360268645
1553,146742.00703812364
1554,114766.68062831022
1555,164634.38335280152
1556,86115.88049695369
1557,105658.11265070103
1558,97999.38604454529
1559,82082.89294171464
1560,137733.42705466427
1561,128967.20530210847
1562,124669.47752141397
1563,115572.78054297245
1564,158913.46914365178
1565,142276.86751483282
1566,261240.69402258875
1567,76637.4221857006
1568,211045.2562064483
1569,108045.57096808936
1570,151497.7007015277
1571,126651.62629576666
1572,145355.3717791721
1573,253128.9390593492
1574,116813.81097496196
1575,233334.15350126207
1576,248763.389672124
1577,185219.62318997414
1578,138250.643564666
1579,142788.07197317804
1580,204701.52553497924
1581,157993.08894488346
1582,124922.34764051487
